name,formula,category,subcategory,density,melting_point,boiling_point,thermal_conductivity,specific_heat,thermal_expansion,electrical_resistivity,yield_strength,tensile_strength,youngs_modulus,hardness_vickers,poissons_ratio,source,mp_material_id,notes,glass_transition_temp,heat_deflection_temp,processing_temp_min_c,processing_temp_max_c,crystallinity,fracture_toughness,weibull_modulus,interlaminar_shear_strength,fiber_volume_fraction
Rb2CoF6,Rb2CoF6,Ceramic,Mixed,3.87,,,,,,,,,26.802919708029194,,,JARVIS dft_3d (scraped),,JVASP-22621,,,,,,,,,
ZnCoO2,ZnCoO2,Ceramic,Oxide,6.646,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-44249,,,,,,,,,
Li3MnF6,Li3MnF6,Ceramic,Mixed,3.177,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48580,,,,,,,,,
H2O,H2O,Unknown,,1.287,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97756,,,,,,,,,
Ca10Al6Ge9,Ca10Al6Ge9,Metal,Non-Ferrous,3.457,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98098,,,,,,,,,
KAgO3,KAgO3,Ceramic,Oxide,4.601,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-38515,,,,,,,,,
H3NO4,H3NO4,Unknown,,1.898,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97507,,,,,,,,,
NaBeIn4,NaBeIn4,Metal,Non-Ferrous,4.996,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65111,,,,,,,,,
Ba4TlPb,Ba4TlPb,Metal,Non-Ferrous,6.163,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64464,,,,,,,,,
LiMnP,LiMnP,Ceramic,Mixed,3.694,,,,,,,,,107.90615218491648,,,JARVIS dft_3d (scraped),,JVASP-88017,,,,,,,,,
Sr3Hf2O7,Sr3Hf2O7,Ceramic,Oxide,6.912,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-52552,,,,,,,,,
YInCo2,YInCo2,Metal,Non-Ferrous,7.481,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91568,,,,,,,,,
TlCuHSeO5,TlCuHSeO5,Ceramic,Oxide,5.711,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85793,,,,,,,,,
Ba3Nb2CoO9,Ba3Nb2CoO9,Ceramic,Oxide,6.334,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86588,,,,,,,,,
KGaTe2,KGaTe2,Metal,Non-Ferrous,4.203,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90441,,,,,,,,,
Ba4MnFe,Ba4MnFe,Metal,Ferrous,4.667,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64061,,,,,,,,,
Li4MnO2F2,Li4MnO2F2,Ceramic,Oxide,2.694,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48805,,,,,,,,,
Sn3Te3Ir2,Sn3Te3Ir2,Metal,Non-Ferrous,8.727,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97393,,,,,,,,,
Nb2Br5,Nb2Br5,Metal,Non-Ferrous,4.58,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86734,,,,,,,,,
LiMnO4,LiMnO4,Ceramic,Oxide,2.937,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98001,,,,,,,,,
Ca3Ni7B2,Ca3Ni7B2,Ceramic,Boride,5.665,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-87047,,,,,,,,,
Ba4VTc,Ba4VTc,Metal,Non-Ferrous,5.486,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64020,,,,,,,,,
Ba4VPb,Ba4VPb,Metal,Non-Ferrous,5.521,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64206,,,,,,,,,
ScGeOs,ScGeOs,Metal,Non-Ferrous,10.416,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90175,,,,,,,,,
KBaV,KBaV,Metal,Non-Ferrous,2.631,,,,,,,,,-11.195531289374212,,,JARVIS dft_3d (scraped),,JVASP-64392,,,,,,,,,
Ba4MgMo,Ba4MgMo,Metal,Non-Ferrous,4.723,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63928,,,,,,,,,
Ru,Ru,Metal,Non-Ferrous,12.088,,,,,,,,,482.69348437876914,,,JARVIS dft_3d (scraped),,JVASP-16085,,,,,,,,,
Ba4LaBi,Ba4LaBi,Metal,Non-Ferrous,5.435,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64749,,,,,,,,,
K2Al2B2O7,K2Al2B2O7,Ceramic,Oxide,2.459,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97443,,,,,,,,,
Li3Fe7O12,Li3Fe7O12,Ceramic,Oxide,5.09,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-47772,,,,,,,,,
Nd5Ir3,Nd5Ir3,Metal,Non-Ferrous,10.378,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98736,,,,,,,,,
Ba4ScPb,Ba4ScPb,Metal,Non-Ferrous,5.096,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64148,,,,,,,,,
CeCuSe2,CeCuSe2,Metal,Non-Ferrous,6.641,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97586,,,,,,,,,
Nd2Ga5Cu3,Nd2Ga5Cu3,Metal,Non-Ferrous,7.51,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107745,,,,,,,,,
BeTcCl4,BeTcCl4,Ceramic,Mixed,3.026,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65033,,,,,,,,,
Ba4CaFe,Ba4CaFe,Metal,Ferrous,3.95,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64108,,,,,,,,,
Li4MnV3O8,Li4MnV3O8,Ceramic,Oxide,4.182,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48391,,,,,,,,,
HoCoSn2,HoCoSn2,Metal,Non-Ferrous,7.645,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98048,,,,,,,,,
Ba4SbPb,Ba4SbPb,Metal,Non-Ferrous,5.926,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64275,,,,,,,,,
ScBe2Cu,ScBe2Cu,Metal,Non-Ferrous,4.151,,,,,,,,,62.81964200693085,,,JARVIS dft_3d (scraped),,JVASP-64995,,,,,,,,,
EuPd2,EuPd2,Metal,Non-Ferrous,10.528,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85863,,,,,,,,,
SmMnSi2,SmMnSi2,Ceramic,Mixed,6.187,,,,,,,,,178.01469224658788,,,JARVIS dft_3d (scraped),,JVASP-91798,,,,,,,,,
ICl,ICl,Unknown,,3.735,,,,,,,,,10.69329484902309,,,JARVIS dft_3d (scraped),,JVASP-85283,,,,,,,,,
CdSO3,CdSO3,Ceramic,Oxide,4.307,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97866,,,,,,,,,
Li2CoO2F,Li2CoO2F,Ceramic,Oxide,4.221,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48474,,,,,,,,,
Ba4ScSe,Ba4ScSe,Metal,Non-Ferrous,4.321,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64336,,,,,,,,,
Be2FeW,Be2FeW,Metal,Ferrous,9.919,,,,,,,,,212.17003177807177,,,JARVIS dft_3d (scraped),,JVASP-64917,,,,,,,,,
H3N,H3N,Unknown,,0.971,,,,,,,,,16.489163738580466,,,JARVIS dft_3d (scraped),,JVASP-85669,,,,,,,,,
K3CO3F,K3CO3F,Ceramic,Oxide,2.537,,,,,,,,,44.67023554603854,,,JARVIS dft_3d (scraped),,JVASP-87109,,,,,,,,,
Ba4PPb,Ba4PPb,Ceramic,Mixed,5.586,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63973,,,,,,,,,
FeSO4,FeSO4,Ceramic,Oxide,3.6,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97344,,,,,,,,,
MgMnF6,MgMnF6,Ceramic,Mixed,3.486,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107786,,,,,,,,,
MnTe,MnTe,Metal,Non-Ferrous,6.393,,,,,,,,,76.4202316237296,,,JARVIS dft_3d (scraped),,JVASP-91526,,,,,,,,,
Ba4CoSe,Ba4CoSe,Metal,Non-Ferrous,5.049,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64614,,,,,,,,,
K2PdO2,K2PdO2,Ceramic,Oxide,4.411,,,,,,,,,83.2087804983561,,,JARVIS dft_3d (scraped),,JVASP-22560,,,,,,,,,
CaB3H5O8,CaB3H5O8,Ceramic,Oxide,2.454,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97636,,,,,,,,,
AsPO5,AsPO5,Unknown,,3.818,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98455,,,,,,,,,
LiBe2Cl,LiBe2Cl,Ceramic,Mixed,1.679,,,,,,,,,38.44421146245059,,,JARVIS dft_3d (scraped),,JVASP-65075,,,,,,,,,
Be2NiRu,Be2NiRu,Metal,Superalloy,7.458,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64685,,,,,,,,,
YZn,YZn,Metal,Non-Ferrous,5.662,,,,,,,,,86.06454874938474,,,JARVIS dft_3d (scraped),,JVASP-1396,,,,,,,,,
Ca3Mn2Si3O12,Ca3Mn2Si3O12,Ceramic,Oxide,3.794,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97685,,,,,,,,,
LuNbO4,LuNbO4,Ceramic,Oxide,7.678,,,,,,,,,185.1488189879086,,,JARVIS dft_3d (scraped),,JVASP-85717,,,,,,,,,
K4CO4,K4CO4,Ceramic,Oxide,2.651,,,,,,,,,21.76689329758713,,,JARVIS dft_3d (scraped),,JVASP-87220,,,,,,,,,
InCu6ClO8,InCu6ClO8,Ceramic,Oxide,5.631,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85469,,,,,,,,,
H4S4N6O,H4S4N6O,Unknown,,2.097,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97932,,,,,,,,,
Ba4InSe,Ba4InSe,Metal,Non-Ferrous,5.04,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64808,,,,,,,,,
Ba4TaSe,Ba4TaSe,Metal,Non-Ferrous,5.718,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64062,,,,,,,,,
Ba4PdPb,Ba4PdPb,Metal,Non-Ferrous,6.101,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63929,,,,,,,,,
MnBeCo4,MnBeCo4,Metal,Non-Ferrous,7.598,,,,,,,,,144.5044860640526,,,JARVIS dft_3d (scraped),,JVASP-64880,,,,,,,,,
MnBeCd4,MnBeCd4,Metal,Non-Ferrous,6.941,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65112,,,,,,,,,
La2MoO6,La2MoO6,Ceramic,Oxide,6.121,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90543,,,,,,,,,
BaCaSc,BaCaSc,Metal,Non-Ferrous,2.932,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64109,,,,,,,,,
SiBr4,SiBr4,Unknown,,3.523,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98821,,,,,,,,,
Cu5Si2S7,Cu5Si2S7,Ceramic,Mixed,3.985,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98508,,,,,,,,,
Ba2NaBi,Ba2NaBi,Metal,Non-Ferrous,5.229,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64149,,,,,,,,,
Ba4TlRh,Ba4TlRh,Metal,Non-Ferrous,6.198,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64021,,,,,,,,,
Ba4HfCd,Ba4HfCd,Metal,Non-Ferrous,5.511,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64207,,,,,,,,,
SbXeOF9,SbXeOF9,Unknown,,3.892,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98570,,,,,,,,,
RbBiC4S4N4,RbBiC4S4N4,Ceramic,Nitride,3.174,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88718,,,,,,,,,
LiVF4,LiVF4,Ceramic,Mixed,2.742,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42233,,,,,,,,,
Ba3Te4O11,Ba3Te4O11,Ceramic,Oxide,5.438,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98367,,,,,,,,,
Ba4TeMo,Ba4TeMo,Metal,Non-Ferrous,5.187,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64276,,,,,,,,,
ZnCu2GeTe4,ZnCu2GeTe4,Metal,Non-Ferrous,5.75,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91614,,,,,,,,,
TmPaO4,TmPaO4,Ceramic,Oxide,10.097,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-53445,,,,,,,,,
BeRuBr4,BeRuBr4,Metal,Non-Ferrous,4.322,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65034,,,,,,,,,
TbSb2Pd,TbSb2Pd,Metal,Non-Ferrous,8.91,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90632,,,,,,,,,
Ba4TeW,Ba4TeW,Metal,Non-Ferrous,6.0,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63974,,,,,,,,,
Na4WO4,Na4WO4,Ceramic,Oxide,4.558,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42416,,,,,,,,,
Ba4CaPt,Ba4CaPt,Metal,Non-Ferrous,5.156,,,,,,,,,-20.680174541077342,,,JARVIS dft_3d (scraped),,JVASP-64550,,,,,,,,,
CaHfO3,CaHfO3,Ceramic,Oxide,6.928,,,,,,,,,247.61899295669116,,,JARVIS dft_3d (scraped),,JVASP-49953,,,,,,,,,
SrAs3,SrAs3,Metal,Non-Ferrous,5.087,,,,,,,,,67.32291265846976,,,JARVIS dft_3d (scraped),,JVASP-90816,,,,,,,,,
NaBeGe4,NaBeGe4,Metal,Non-Ferrous,4.423,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64958,,,,,,,,,
Ba4VCl,Ba4VCl,Ceramic,Mixed,4.174,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64686,,,,,,,,,
KH3SO6,KH3SO6,Ceramic,Oxide,2.207,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98623,,,,,,,,,
WSe2,WSe2,Metal,Non-Ferrous,8.939,,,,,,,,,104.45948981423314,,,JARVIS dft_3d (scraped),,JVASP-75,,,,,,,,,
Ba4LiGa,Ba4LiGa,Metal,Non-Ferrous,3.806,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64616,,,,,,,,,
Ba4HgBi,Ba4HgBi,Metal,Non-Ferrous,6.221,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64337,,,,,,,,,
LiMg,LiMg,Metal,Non-Ferrous,1.283,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90586,,,,,,,,,
Ba4VZn,Ba4VZn,Metal,Non-Ferrous,4.434,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63930,,,,,,,,,
Ba4SiSn,Ba4SiSn,Ceramic,Mixed,4.866,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64110,,,,,,,,,
Bi2Te3,Bi2Te3,Metal,Non-Ferrous,7.813,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86105,,,,,,,,,
KBaZr,KBaZr,Metal,Non-Ferrous,2.784,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64278,,,,,,,,,
PaZn3,PaZn3,Metal,Non-Ferrous,9.448,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91995,,,,,,,,,
Y3Sn,Y3Sn,Metal,Non-Ferrous,5.728,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-37701,,,,,,,,,
Ba4CrCo,Ba4CrCo,Metal,Non-Ferrous,4.517,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64022,,,,,,,,,
BeCd4Rh,BeCd4Rh,Metal,Non-Ferrous,8.084,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-65113,,,,,,,,,
MgB12C2,MgB12C2,Ceramic,Carbide,2.703,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88165,,,,,,,,,
CaCdAu,CaCdAu,Metal,Non-Ferrous,8.148,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86852,,,,,,,,,
AuSeCl7,AuSeCl7,Ceramic,Mixed,3.59,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-5506,,,,,,,,,
RbPrP3HO10,RbPrP3HO10,Ceramic,Oxide,3.638,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98108,,,,,,,,,
Ba4GaSb,Ba4GaSb,Metal,Non-Ferrous,5.026,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64553,,,,,,,,,
K2Ta15O32,K2Ta15O32,Ceramic,Oxide,8.61,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97816,,,,,,,,,
Ba4BeP,Ba4BeP,Ceramic,Mixed,4.23,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63976,,,,,,,,,
CeAlO3,CeAlO3,Ceramic,Oxide,6.624,,,,,,,,,330.9116137759095,,,JARVIS dft_3d (scraped),,JVASP-86506,,,,,,,,,
CeP2,CeP2,Ceramic,Mixed,5.389,,,,,,,,,123.14041715944522,,,JARVIS dft_3d (scraped),,JVASP-86682,,,,,,,,,
Ba4HfBr,Ba4HfBr,Metal,Non-Ferrous,5.019,,,,,,,,,6.127080181543118,,,JARVIS dft_3d (scraped),,JVASP-64465,,,,,,,,,
MnTlCl3,MnTlCl3,Ceramic,Mixed,4.865,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98737,,,,,,,,,
Li4CoO2F2,Li4CoO2F2,Ceramic,Oxide,2.912,,,,,,,,,84.52439951035953,,,JARVIS dft_3d (scraped),,JVASP-42811,,,,,,,,,
Li2V3S6,Li2V3S6,Ceramic,Mixed,2.962,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-50405,,,,,,,,,
Ba4TcCl,Ba4TcCl,Ceramic,Mixed,5.019,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64111,,,,,,,,,
Ca3SiBr2,Ca3SiBr2,Ceramic,Mixed,2.787,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86279,,,,,,,,,
BiPO4,BiPO4,Ceramic,Oxide,6.234,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-85930,,,,,,,,,
LaBe2Rh,LaBe2Rh,Metal,Non-Ferrous,6.189,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64959,,,,,,,,,
Ba4YMn,Ba4YMn,Metal,Non-Ferrous,4.717,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64618,,,,,,,,,
BaNaIn,BaNaIn,Metal,Non-Ferrous,3.407,,,,,,,,,-64.8,,,JARVIS dft_3d (scraped),,JVASP-64393,,,,,,,,,
TbSi2Pd2,TbSi2Pd2,Ceramic,Mixed,8.185,,,,,,,,,141.09130091465423,,,JARVIS dft_3d (scraped),,JVASP-15346,,,,,,,,,
Ba4CoPb,Ba4CoPb,Metal,Non-Ferrous,5.723,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64282,,,,,,,,,
Ba4ZrNb,Ba4ZrNb,Metal,Non-Ferrous,5.457,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63933,,,,,,,,,
BaSrTi,BaSrTi,Metal,Non-Ferrous,3.313,,,,,,,,,-44.87274374001066,,,JARVIS dft_3d (scraped),,JVASP-64063,,,,,,,,,
Ba4SnTe,Ba4SnTe,Metal,Non-Ferrous,5.392,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64023,,,,,,,,,
Ba2CaB6O12,Ba2CaB6O12,Ceramic,Oxide,3.614,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-88374,,,,,,,,,
Ti4H3Pd2,Ti4H3Pd2,Metal,Non-Ferrous,6.646,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-90047,,,,,,,,,
SrCaI4,SrCaI4,Metal,Non-Ferrous,3.918,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42667,,,,,,,,,
Y6TeO12,Y6TeO12,Ceramic,Oxide,5.417,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-49780,,,,,,,,,
K2ZrCdH16C8O24,K2ZrCdH16C8O24,Ceramic,Oxide,2.333,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97757,,,,,,,,,
Ba4ZrSc,Ba4ZrSc,Metal,Non-Ferrous,4.613,,,,,,,,,18.479735682819385,,,JARVIS dft_3d (scraped),,JVASP-64750,,,,,,,,,
HgC2N2,HgC2N2,Ceramic,Nitride,4.177,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98831,,,,,,,,,
Nb2Ru,Nb2Ru,Metal,Non-Ferrous,9.451,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107746,,,,,,,,,
Be2SiBi,Be2SiBi,Ceramic,Mixed,6.036,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64881,,,,,,,,,
Ba4YPb,Ba4YPb,Metal,Non-Ferrous,5.233,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64338,,,,,,,,,
Ba4SiHg,Ba4SiHg,Ceramic,Mixed,5.357,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64555,,,,,,,,,
La3Ni2Sn7,La3Ni2Sn7,Metal,Superalloy,7.536,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97588,,,,,,,,,
Ba4TiW,Ba4TiW,Metal,Non-Ferrous,5.732,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63977,,,,,,,,,
Ga,Ga,Metal,Non-Ferrous,6.018,,,,,,,,,18.47119771863118,,,JARVIS dft_3d (scraped),,JVASP-14620,,,,,,,,,
ThGaIr,ThGaIr,Metal,Non-Ferrous,13.033,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-89980,,,,,,,,,
BaAg2SnSe4,BaAg2SnSe4,Metal,Non-Ferrous,5.705,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86212,,,,,,,,,
ZnH4C2O6,ZnH4C2O6,Ceramic,Oxide,2.612,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-32216,,,,,,,,,
Rb3InO3,Rb3InO3,Ceramic,Oxide,4.439,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42545,,,,,,,,,
ErB4Rh4,ErB4Rh4,Ceramic,Boride,9.806,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98193,,,,,,,,,
V4OF11,V4OF11,Ceramic,Oxide,3.62,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-42312,,,,,,,,,
Ba4HfV,Ba4HfV,Metal,Non-Ferrous,5.725,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64112,,,,,,,,,
Cd4GeS6,Cd4GeS6,Ceramic,Mixed,4.49,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-97394,,,,,,,,,
MnAlFe2,MnAlFe2,Metal,Ferrous,7.062,,,,,,,,,200.7139835137266,,,JARVIS dft_3d (scraped),,JVASP-18826,,,,,,,,,
ThC2,ThC2,Unknown,,9.02,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-86979,,,,,,,,,
BeFe4Re,BeFe4Re,Metal,Ferrous,10.189,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64960,,,,,,,,,
GaPd,GaPd,Metal,Non-Ferrous,9.587,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-91751,,,,,,,,,
CoO2,CoO2,Ceramic,Oxide,2.271,,,,,,,,,126.82423315219273,,,JARVIS dft_3d (scraped),,JVASP-12019,,,,,,,,,
LiNiPO4,LiNiPO4,Ceramic,Oxide,3.953,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-47969,,,,,,,,,
SrCrO3,SrCrO3,Ceramic,Oxide,5.533,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-107788,,,,,,,,,
Na3P,Na3P,Ceramic,Mixed,1.778,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-2148,,,,,,,,,
Ta6Fe16Si7,Ta6Fe16Si7,Ceramic,Mixed,10.328,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98049,,,,,,,,,
Ba4VCr,Ba4VCr,Metal,Non-Ferrous,4.321,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63934,,,,,,,,,
Mn3O5F,Mn3O5F,Ceramic,Oxide,4.904,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-48103,,,,,,,,,
BaYIn,BaYIn,Metal,Non-Ferrous,4.954,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64283,,,,,,,,,
Ba4MgPt,Ba4MgPt,Metal,Non-Ferrous,5.397,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64024,,,,,,,,,
Ba4TiSi,Ba4TiSi,Ceramic,Mixed,4.358,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64064,,,,,,,,,
RbMg6Mo,RbMg6Mo,Metal,Non-Ferrous,2.93,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-92204,,,,,,,,,
Fe2O3,Fe2O3,Ceramic,Oxide,6.084,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-87336,,,,,,,,,
Ba4YV,Ba4YV,Metal,Non-Ferrous,4.607,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64394,,,,,,,,,
Ba4TeBr,Ba4TeBr,Metal,Non-Ferrous,4.943,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64751,,,,,,,,,
Ba4ZnGa,Ba4ZnGa,Metal,Non-Ferrous,4.475,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64339,,,,,,,,,
Ba4GaSi,Ba4GaSi,Ceramic,Mixed,4.513,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-63980,,,,,,,,,
BeCuBr,BeCuBr,Metal,Non-Ferrous,4.943,,,,,,,,,46.076663969993376,,,JARVIS dft_3d (scraped),,JVASP-65076,,,,,,,,,
WOF4,WOF4,Ceramic,Oxide,5.595,,,,,,,,,51.69529573087119,,,JARVIS dft_3d (scraped),,JVASP-48933,,,,,,,,,
KMn6P7O24,KMn6P7O24,Ceramic,Oxide,3.561,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-98002,,,,,,,,,
Rb2SnBr6,Rb2SnBr6,Metal,Non-Ferrous,4.237,,,,,,,,,22.70944510436111,,,JARVIS dft_3d (scraped),,JVASP-22649,,,,,,,,,
Be2TlCd,Be2TlCd,Metal,Non-Ferrous,8.093,,,,,,,,,,,,JARVIS dft_3d (scraped),,JVASP-64996,,,,,,,,,
YbO,YbO,Ceramic,Oxide,12.03,,,,,,,,,240.03195266272186,,,JARVIS dft_3d (scraped),,JVASP-1291,,,,,,,,,
